Data_Set_Name,Error_Description,Error_Record,Insert_Time
NielsenPeriod,"Columns: DATE,SDESC is not proper(null/blank/0/Unparceable)","null,null,null,Unparceable,null,null,null,null,null,null",2017-07-20T11:27:10.667+00:00
NielsenPeriod,"Columns: DATE,SDESC is not proper(null/blank/0/Unparceable)","null,null,null,Unparceable,null,null,null,null,null,null",2017-07-20T11:27:10.667+00:00
NielsenPeriod,"Columns: DATE,SDESC is not proper(null/blank/0/Unparceable)","null,null,null,Unparceable,null,null,null,null,null,null",2017-07-20T11:27:10.667+00:00
NielsenPeriod,"Columns: DATE,SDESC is not proper(null/blank/0/Unparceable)","null,null,null,Unparceable,null,null,null,null,null,null",2017-07-20T11:27:10.667+00:00
