date_yyyymm,date_rolling_txn_yymm,parentchannel_id,retailer_id,dept_id,majorcat_id,category_id,parentbrand_id,income_bucket,ethnicity_id,age_generation,state_id,item_units,item_dollars,version_data,version_feed,panel_cohort
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,shedds_country_crock,mid,4,millennials,WV,0.28,1.197,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,shedds_country_crock,mid,5,boomers,PA,0.698,1.389,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,shedds_country_crock,mid,5,genx,NY,0.228,0.682,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,1,genx,NY,1.943,7.754,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,2,boomers,PA,6.157,18.409,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,3,genx,MD,0.785,2.741,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,3,genx,NY,0.981,2.542,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,3,millennials,VA,1.084,3.785,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,boomers,MA,1.345,4.021,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,boomers,MD,16.201,46.345,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,boomers,NJ,3.334,10.635,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,boomers,NY,7.465,28.439,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,boomers,PA,23.697,75.118,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,boomers,VA,1.913,5.721,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,IL,0.285,0.922,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,MA,0.576,1.723,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,MD,1.764,5.292,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,NJ,7.512,27.47,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,NY,3.683,12.578,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,PA,14.301,46.294,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,VA,2.612,8.349,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,genx,WV,2.184,6.965,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,millennials,MA,0.506,1.512,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,millennials,NY,1.585,6.221,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,millennials,PA,2.461,7.849,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,millennials,VA,0.923,3.22,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,4,seniors,PA,14.418,45.993,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,5,genx,DE,0.257,0.896,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,5,genx,NY,0.521,1.924,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,high,5,millennials,NY,0.317,1.139,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,2,genx,MD,2.944,9.097,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,2,millennials,MD,1.265,4.036,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,2,millennials,PA,1.299,3.885,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,boomers,GA,1.422,4.251,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,boomers,MA,1.653,4.943,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,boomers,NY,5.531,19.302,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,boomers,PA,26.234,82.06,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,boomers,VA,6.088,19.422,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,genx,LA,10.342,30.233,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,genx,PA,1.447,4.326,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,millennials,MD,2.568,8.962,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,millennials,PA,6.249,20.295,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,4,seniors,PA,3.576,11.409,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,low,5,boomers,PA,0.412,1.231,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,1,genx,MD,1.181,4.122,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,2,genx,MD,0.745,1.483,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,2,genx,NJ,0.641,2.559,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,3,genx,NY,1.941,7.743,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,3,genx,WV,1.561,4.684,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,boomers,MA,4.545,14.044,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,boomers,MD,7.49,23.032,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,boomers,NY,7.589,27.745,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,boomers,PA,23.056,70.944,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,DE,0.578,2.017,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,MA,1.088,4.065,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,NJ,0.818,2.965,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,NY,1.849,6.671,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,PA,7.53,23.397,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,VA,0.674,2.277,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,genx,WV,0.47,1.501,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,millennials,MD,0.427,1.281,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,millennials,NY,0.379,1.4,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,millennials,PA,1.797,5.335,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,millennials,RI,0.258,0.9,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,millennials,VA,0.326,1.138,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,4,seniors,NY,4.504,31.485,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,isc_gro_dai_but_margarine_and_vegetable_oil_spreads,smart_balance,mid,5,genx,PA,0.27,0.835,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,breakstones,high,4,boomers,NY,1.475,4.558,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,breakstones,high,4,genx,NJ,0.285,0.879,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,breakstones,high,4,genx,NY,0.285,0.851,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,breakstones,low,3,millennials,NJ,0.525,1.465,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,high,4,genx,NC,0.285,1.136,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,high,4,genx,VA,1.842,7.904,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,low,4,boomers,NC,2.019,12.991,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,low,4,boomers,PA,14.418,92.778,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,low,4,boomers,WV,2.435,11.178,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,low,4,genx,TN,0.592,2.539,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,mid,4,boomers,NC,2.366,15.224,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,mid,4,boomers,SC,1.276,5.463,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,mid,4,genx,NC,0.499,2.293,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,challenge,mid,5,millennials,NC,0.284,1.22,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,4,boomers,MD,2.987,5.944,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,4,boomers,PA,14.63,35.808,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,4,genx,PA,15.22,55.075,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,4,genx,VA,1.162,4.869,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,4,millennials,PA,7.304,24.321,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,4,seniors,PA,7.246,32.535,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,high,5,millennials,PA,0.67,1.333,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,low,4,boomers,PA,12.337,30.422,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,low,4,genx,PA,2.461,9.833,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,low,4,millennials,PA,2.083,7.675,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,mid,2,genx,PA,1.078,3.234,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,mid,4,boomers,PA,31.969,98.257,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,mid,4,genx,PA,3.615,10.058,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,mid,4,genx,VA,0.605,2.537,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,mid,4,millennials,PA,1.703,4.145,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,kellers,mid,4,seniors,PA,6.748,26.923,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,1,genx,NY,2.996,7.656,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,2,genx,MD,2.661,18.333,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,3,genx,NY,6.966,22.711,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,boomers,MA,1.736,6.927,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,boomers,MD,4.723,10.343,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,boomers,NY,7.411,39.646,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,boomers,VA,2.379,2.355,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,MD,1.205,2.638,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,ME,2.678,8.969,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,NC,0.987,2.654,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,NH,0.469,1.403,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,NY,6.731,15.075,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,PA,4.053,7.706,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,genx,VA,3.431,15.063,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,millennials,MD,1.85,7.938,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,millennials,NY,2.17,11.733,20170719,F1701,P12M
201704,201605,fmcg,ahold_delhaize,isc_gro_dairy,isc_gro_dai_butter_and_margarine,na,na,high,4,millennials,PA,0.532,0.636,20170719,F1701,P12M
