GEO,Description,Tag,RCategory,WeekEnding,Dollars,Units,BaseDollars,BaseUnits,PACV_FeatAndDisp,PACV_FeatWODisp,PACV_DispWOFeat,PACV_Discount,Dollars_FeatAndDisp,Dollars_Feature,Dollars_Display,Dollars_TPR,Units_FeatAndDisp,Units_Feature,Units_Display,Units_TPR,Units_EQ,BaseUnits_Feature,BaseDollars_Feature,BaseUnits_Display,BaseDollars_Display,BaseUnits_FeatAndDisp,BaseDollars_FeatAndDisp,BaseUnits_TPR,BaseDollars_TPR,EQUnitConversion,BaseUnits_EQ,Units_EQ_Feature,Units_EQ_Display,Units_EQ_FeatAndDisp,Units_EQ_TPR,BaseUnits_EQ_Feature,BaseUnits_EQ_Display,BaseUnits_EQ_FeatAndDisp,BaseUnits_EQ_TPR,Units_AnyPromo,Dollars_AnyPromo,BaseDollars_AnyPromo,BaseUnits_AnyPromo,Units_EQ_AnyPromo,BaseUnits_EQ_AnyPromo,Units_NoPromo,Dollars_NoPromo,BaseDollars_NoPromo,BaseUnits_NoPromo,Units_EQ_NoPromo,BaseUnits_EQ_NoPromo,Units_FeatAndOrDisp,Dollars_FeatAndOrDisp,BaseDollars_FeatAndOrDisp,BaseUnits_FeatAndOrDisp,Units_EQ_FeatAndOrDisp,BaseUnits_EQ_FeatAndOrDisp,ACV
NEW YORK - AOCxp,WHITE RAIN 18OZ,NS.248293,DAILY HAIR CARE,1/28/2017,10039,12534,3410,3126,4,14,2,3,1530,7014,265,303,1940,9086,276,309,12781,1678,1743,155,178,309,340,116,146,1.019706399,3187.602202,9265.052338,281.438966,1978.230413,315.0892772,1711.067337,158.0544918,315.0892772,118.2859422,11611,9112,2407,2258,11839.81099,2302.497048,923,927,1003,868,941.1890059,885.105154,11302,8809,2261,2142,11524.72172,2184.211106,21
NEW YORK - AOCxp,WHITE RAIN 7-9 OZ,NS.246538,DAILY HAIR CARE,1/7/2017,3403,2498,3734,2670,0,0,1,1,0,0,74,21,0,0,57,47,2186,0,0,35,45,0,0,1,2,0.87510008,2336.517214,0,49.88070456,0,41.12970376,0,30.6285028,0,0.87510008,104,95,47,36,91.01040833,31.50360288,2394,3308,3687,2634,2094.989592,2305.013611,57,74,45,35,49.88070456,30.6285028,30
NEW YORK - AOCxp,WHITE RAIN 7-9 OZ,NS.246538,DAILY HAIR CARE,1/14/2017,3706,2724,3840,2712,0,0,0,5,0,0,0,212,0,0,0,201,2384,0,0,0,0,0,0,90,135,0.875183554,2373.497797,0,0,0,175.9118943,0,0,0,78.76651982,201,212,135,90,175.9118943,78.76651982,2523,3494,3705,2622,2208.088106,2294.731278,0,0,0,0,0,0,30
NEW YORK - AOCxp,WHITE RAIN 7-9 OZ,NS.246538,DAILY HAIR CARE,1/21/2017,3615,2636,3579,2568,0,0,0,3,0,0,0,49,0,0,0,48,2307,0,0,0,0,0,0,58,82,0.875189681,2247.487102,0,0,0,42.0091047,0,0,0,50.76100152,48,49,82,58,42.0091047,50.76100152,2588,3566,3497,2510,2264.990895,2196.7261,0,0,0,0,0,0,27
NEW YORK - AOCxp,WHITE RAIN 7-9 OZ,NS.246538,DAILY HAIR CARE,1/28/2017,3500,2506,3570,2590,0,0,0,0,0,0,0,0,0,0,0,0,2194,0,0,0,0,0,0,0,0,0.875498803,2267.541899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506,3500,3570,2590,2194,2267.541899,0,0,0,0,0,0,27
PACIFIC DIVISION - AOCxp,AUSSIE HS 6-14OZ,NS.245493,DAILY HAIR CARE,1/7/2017,91143,25146,76939,19497,0,6,2,17,85,8597,1624,15356,23,2275,633,5330,30223,920,5071,186,680,10,53,2342,8799,1.201900899,23433.46182,2734.324545,760.8032689,27.64372067,6406.13179,1105.748827,223.5535672,12.01900899,2814.851905,8261,25662,14603,3458,9928.903325,4156.173308,16885,65481,62336,16039,20294.09668,19277.28852,2931,10306,5804,1116,3522.771534,1341.321403,85
PACIFIC DIVISION - AOCxp,AUSSIE HS 6-14OZ,NS.245493,DAILY HAIR CARE,1/14/2017,90699,25019,78634,20208,0,6,1,14,138,11649,514,10122,39,3244,180,3840,30134,1020,5191,137,468,17,96,1066,3967,1.204444622,24339.41692,3907.218354,216.800032,46.97334026,4625.067349,1228.533515,165.0089132,20.47555858,1283.937967,7303,22423,9722,2240,8796.059075,2697.955953,17716,68276,68912,17968,21337.94092,21641.46097,3463,12301,5755,1174,4170.991726,1414.017986,85
PACIFIC DIVISION - AOCxp,AUSSIE HS 6-14OZ,NS.245493,DAILY HAIR CARE,1/21/2017,86458,22845,77105,20010,0,11,0,15,0,18707,195,10455,0,5521,54,2804,27656,4684,16069,62,271,0,0,785,3791,1.210593128,24223.96848,6683.684657,65.37202889,0,3394.50313,5670.41821,75.05677391,0,950.3156052,8379,29357,20131,5531,10143.55982,6695.790589,14466,57101,56974,14479,17512.44018,17528.17789,5575,18902,16340,4746,6749.056686,5745.474984,86
PACIFIC DIVISION - AOCxp,AUSSIE HS 6-14OZ,NS.245493,DAILY HAIR CARE,1/28/2017,86572,22543,80942,20918,0,6,1,9,0,9089,1184,3412,0,2124,319,1080,27756,1336,6821,235,874,28,152,368,1399,1.23124695,25755.22371,2615.168522,392.7677771,0,1329.746706,1644.945926,289.3430333,34.47491461,453.0988777,3523,13685,9246,1967,4337.683006,2421.862751,19020,72887,71696,18951,23418.31699,23333.36095,2443,10273,7847,1599,3007.9363,1968.763873,86
PACIFIC DIVISION - AOCxp,AXE 2.64-6 OZ STYLING 1PK,NS.247399,DAILY HAIR CARE,1/7/2017,166263,22258,151320,19675,0,8,0,29,0,26523,456,33510,0,2851,63,4840,8242,2656,25126,41,288,0,0,1807,14296,0.370293827,7285.531045,1055.707701,23.3285111,0,1792.222122,983.5004043,15.1820469,0,669.1209453,7754,60489,39710,4504,2871.258334,1667.803397,14504,105774,111610,15171,5370.741666,5617.727648,2914,26979,25414,2697,1079.036212,998.6824513,86
PACIFIC DIVISION - AOCxp,AXE 2.64-6 OZ STYLING 1PK,NS.247399,DAILY HAIR CARE,1/14/2017,166974,22197,155340,20203,0,3,1,31,0,11577,452,30485,0,1309,65,4429,8311,1444,12994,53,371,0,0,1759,13614,0.374419967,7564.406586,490.1157364,24.33729783,0,1658.306032,540.6624319,19.84425823,0,658.6047214,5803,42514,26979,3256,2172.759067,1219.111411,16394,124460,128361,16947,6138.240933,6345.295175,1374,12029,13365,1497,514.4530342,560.5066901,86
PACIFIC DIVISION - AOCxp,AXE 2.64-6 OZ STYLING 1PK,NS.247399,DAILY HAIR CARE,1/21/2017,160107,21088,149987,19282,0,3,1,26,0,5632,857,21949,0,867,110,3214,7857,581,3954,116,870,0,0,1266,10153,0.372581563,7184.117697,323.0282151,40.98397193,0,1197.477143,216.4698881,43.21946131,0,471.6882587,4191,28438,14977,1963,1561.48933,731.3776081,16897,131669,135010,17319,6295.51067,6452.740089,977,6489,4824,697,364.012187,259.6893494,85
PACIFIC DIVISION - AOCxp,AXE 2.64-6 OZ STYLING 1PK,NS.247399,DAILY HAIR CARE,1/28/2017,159025,20661,149404,19127,0,1,0,21,0,1191,532,19124,0,219,65,2702,7698,207,1113,258,2593,0,0,746,6163,0.372586032,7126.453027,81.59634093,24.21809206,0,1006.727458,77.12530855,96.12719617,0,277.9491796,2986,20847,9869,1211,1112.541891,451.2016843,17675,138178,139535,17916,6585.458109,6675.251343,284,1723,3706,465,105.814433,173.2525047,85
PACIFIC DIVISION - AOCxp,CLEAR 12.9/12.7 W&C 1PK,NS.252901,DAILY HAIR CARE,1/7/2017,24084,5239,21261,4384,0,0,0,12,0,0,14,8963,0,0,8,2046,4476,0,0,13,29,0,0,761,3811,0.854361519,3745.520901,0,6.834892155,0,1748.023669,0,11.10669975,0,650.1691162,2054,8977,3840,774,1754.858561,661.275816,3185,15107,17421,3610,2721.141439,3084.245085,8,14,29,13,6.834892155,11.10669975,22
PACIFIC DIVISION - AOCxp,CLEAR 12.9/12.7 W&C 1PK,NS.252901,DAILY HAIR CARE,1/14/2017,22110,4909,18396,3800,0,0,0,13,0,0,0,9351,0,0,0,2287,4195,0,0,6,17,0,0,704,3487,0.854552862,3247.300876,0,0,0,1954.362396,0,5.127317173,0,601.6052149,2287,9351,3504,710,1954.362396,606.7325321,2622,12759,14892,3090,2240.637604,2640.568344,0,0,17,6,0,5.127317173,22
PACIFIC DIVISION - AOCxp,CLEAR 12.9/12.7 W&C 1PK,NS.252901,DAILY HAIR CARE,1/21/2017,19359,4339,18140,3712,0,0,0,7,0,0,98,3783,0,0,20,961,3708,0,0,20,101,0,0,278,1342,0.854574787,3172.181609,0,17.09149574,0,821.2463701,0,17.09149574,0,237.5717907,981,3881,1443,298,838.3378659,254.6632865,3358,15478,16697,3414,2869.662134,2917.518322,20,98,101,20,17.09149574,17.09149574,20
PACIFIC DIVISION - AOCxp,CLEAR 12.9/12.7 W&C 1PK,NS.252901,DAILY HAIR CARE,1/28/2017,15022,3481,14164,2946,0,0,0,7,0,0,60,3349,0,0,38,919,2973,0,0,6,21,0,0,349,1654,0.854064924,2516.075266,0,32.45446711,0,784.885665,0,5.124389543,0,298.0686584,957,3409,1675,355,817.3401321,303.193048,2524,11613,12489,2591,2155.659868,2212.882218,38,60,21,6,32.45446711,5.124389543,20
PACIFIC DIVISION - AOCxp,CLEAR MEN W&C 12OZ,NS.245620,DAILY HAIR CARE,1/7/2017,595,149,644,177,0,0,0,0,0,0,0,76,0,0,0,20,128,0,0,0,0,0,0,14,55,0.859060403,152.0536913,0,0,0,17.18120805,0,0,0,12.02684564,20,76,55,14,17.18120805,12.02684564,129,519,589,163,110.8187919,140.0268456,0,0,0,0,0,0,3
PACIFIC DIVISION - AOCxp,CLEAR MEN W&C 12OZ,NS.245620,DAILY HAIR CARE,1/14/2017,456,138,360,94,0,0,0,1,0,0,0,269,0,0,0,88,117,0,0,0,0,0,0,8,35,0.847826087,79.69565217,0,0,0,74.60869565,0,0,0,6.782608696,88,269,35,8,74.60869565,6.782608696,50,187,325,86,42.39130435,72.91304348,0,0,0,0,0,0,3
PACIFIC DIVISION - AOCxp,CLEAR MEN W&C 12OZ,NS.245620,DAILY HAIR CARE,1/21/2017,352,116,347,84,0,0,0,0,0,0,0,64,0,0,0,17,100,0,0,0,0,0,0,7,29,0.862068966,72.4137931,0,0,0,14.65517241,0,0,0,6.034482759,17,64,29,7,14.65517241,6.034482759,99,288,318,77,85.34482759,66.37931034,0,0,0,0,0,0,2
PACIFIC DIVISION - AOCxp,CLEAR MEN W&C 12OZ,NS.245620,DAILY HAIR CARE,1/28/2017,421,133,333,81,0,0,0,0,0,0,0,134,0,0,0,47,114,0,0,0,0,0,0,15,56,0.857142857,69.42857143,0,0,0,40.28571429,0,0,0,12.85714286,47,134,56,15,40.28571429,12.85714286,86,287,277,66,73.71428571,56.57142857,0,0,0,0,0,0,2
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 12.7-12.9OZ,NS.251498,DAILY HAIR CARE,1/7/2017,23489,5091,20617,4206,0,0,0,12,0,0,14,8887,0,0,8,2026,4349,0,0,13,29,0,0,747,3756,0.854252603,3592.986447,0,6.834020821,0,1730.715773,0,11.10528383,0,638.1266942,2034,8901,3785,760,1737.549794,649.231978,3057,14588,16832,3446,2611.450206,2943.754469,8,14,29,13,6.834020821,11.10528383,21
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 12.7-12.9OZ,NS.251498,DAILY HAIR CARE,1/14/2017,21655,4771,18036,3705,0,0,0,13,0,0,0,9083,0,0,0,2199,4076,0,0,6,17,0,0,694,3453,0.854328233,3165.286104,0,0,0,1878.667785,0,5.125969398,0,592.9037938,2199,9083,3470,700,1878.667785,598.0297632,2572,12572,14566,3005,2197.332215,2567.25634,0,0,17,6,0,5.125969398,21
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 12.7-12.9OZ,NS.251498,DAILY HAIR CARE,1/21/2017,19007,4223,17793,3629,0,0,0,7,0,0,98,3719,0,0,20,944,3607,0,0,20,101,0,0,271,1313,0.854132134,3099.645513,0,17.08264267,0,806.3007341,0,17.08264267,0,231.4698082,964,3817,1414,291,823.3833767,248.5524509,3259,15190,16379,3338,2783.616623,2851.093062,20,98,101,20,17.08264267,17.08264267,20
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 12.7-12.9OZ,NS.251498,DAILY HAIR CARE,1/28/2017,14602,3348,13831,2865,0,0,0,7,0,0,60,3215,0,0,38,873,2861,0,0,6,21,0,0,335,1598,0.854540024,2448.257168,0,32.47252091,0,746.0134409,0,5.127240143,0,286.270908,911,3275,1619,341,778.4859618,291.3981481,2437,11327,12212,2524,2082.514038,2156.85902,38,60,21,6,32.47252091,5.127240143,20
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 21.9OZ,NS.250298,DAILY HAIR CARE,1/7/2017,19126,2783,17760,2529,0,0,0,4,0,0,0,1899,0,0,0,318,4063,0,0,0,0,0,0,59,435,1.459935322,3692.176428,0,0,0,464.2594323,0,0,0,86.13618397,318,1899,435,59,464.2594323,86.13618397,2465,17227,17325,2470,3598.740568,3606.040244,0,0,0,0,0,0,28
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 21.9OZ,NS.250298,DAILY HAIR CARE,1/14/2017,17577,2589,17811,2556,0,0,0,5,0,0,0,1606,0,0,0,295,3780,0,0,0,0,0,0,139,964,1.460023175,3731.819235,0,0,0,430.7068366,0,0,0,202.9432213,295,1606,964,139,430.7068366,202.9432213,2294,15971,16847,2417,3349.293163,3528.876014,0,0,0,0,0,0,28
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 21.9OZ,NS.250298,DAILY HAIR CARE,1/21/2017,14905,2183,15221,2158,0,0,0,3,0,0,0,1091,0,0,0,190,3187,0,0,0,0,0,0,72,519,1.459917545,3150.502061,0,0,0,277.3843335,0,0,0,105.1140632,190,1091,519,72,277.3843335,105.1140632,1993,13814,14702,2086,2909.615667,3045.387998,0,0,0,0,0,0,23
PACIFIC DIVISION - AOCxp,CLEAR WOMEN SHCD 21.9OZ,NS.250298,DAILY HAIR CARE,1/28/2017,15392,2235,15103,2163,0,0,0,2,0,0,0,254,0,0,0,56,3263,0,0,0,0,0,0,51,332,1.459955257,3157.883221,0,0,0,81.75749441,0,0,0,74.45771812,56,254,332,51,81.75749441,74.45771812,2179,15138,14771,2112,3181.242506,3083.425503,0,0,0,0,0,0,23
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 12OZ,NS.251025,DAILY HAIR CARE,1/7/2017,23489,5091,20617,4206,0,0,0,12,0,0,14,8887,0,0,8,2026,4349,0,0,13,29,0,0,747,3756,0.854252603,3592.986447,0,6.834020821,0,1730.715773,0,11.10528383,0,638.1266942,2034,8901,3785,760,1737.549794,649.231978,3057,14588,16832,3446,2611.450206,2943.754469,8,14,29,13,6.834020821,11.10528383,21
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 12OZ,NS.251025,DAILY HAIR CARE,1/14/2017,21655,4771,18036,3705,0,0,0,13,0,0,0,9083,0,0,0,2199,4076,0,0,6,17,0,0,694,3453,0.854328233,3165.286104,0,0,0,1878.667785,0,5.125969398,0,592.9037938,2199,9083,3470,700,1878.667785,598.0297632,2572,12572,14566,3005,2197.332215,2567.25634,0,0,17,6,0,5.125969398,21
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 12OZ,NS.251025,DAILY HAIR CARE,1/21/2017,19007,4223,17793,3629,0,0,0,7,0,0,98,3719,0,0,20,944,3607,0,0,20,101,0,0,271,1313,0.854132134,3099.645513,0,17.08264267,0,806.3007341,0,17.08264267,0,231.4698082,964,3817,1414,291,823.3833767,248.5524509,3259,15190,16379,3338,2783.616623,2851.093062,20,98,101,20,17.08264267,17.08264267,20
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 12OZ,NS.251025,DAILY HAIR CARE,1/28/2017,14602,3348,13831,2865,0,0,0,7,0,0,60,3215,0,0,38,873,2861,0,0,6,21,0,0,335,1598,0.854540024,2448.257168,0,32.47252091,0,746.0134409,0,5.127240143,0,286.270908,911,3275,1619,341,778.4859618,291.3981481,2437,11327,12212,2524,2082.514038,2156.85902,38,60,21,6,32.47252091,5.127240143,20
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 21OZ,NS.250799,DAILY HAIR CARE,1/7/2017,19126,2783,17760,2529,0,0,0,4,0,0,0,1899,0,0,0,318,4063,0,0,0,0,0,0,59,435,1.459935322,3692.176428,0,0,0,464.2594323,0,0,0,86.13618397,318,1899,435,59,464.2594323,86.13618397,2465,17227,17325,2470,3598.740568,3606.040244,0,0,0,0,0,0,28
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 21OZ,NS.250799,DAILY HAIR CARE,1/14/2017,17577,2589,17811,2556,0,0,0,5,0,0,0,1606,0,0,0,295,3780,0,0,0,0,0,0,139,964,1.460023175,3731.819235,0,0,0,430.7068366,0,0,0,202.9432213,295,1606,964,139,430.7068366,202.9432213,2294,15971,16847,2417,3349.293163,3528.876014,0,0,0,0,0,0,28
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 21OZ,NS.250799,DAILY HAIR CARE,1/21/2017,14905,2183,15221,2158,0,0,0,3,0,0,0,1091,0,0,0,190,3187,0,0,0,0,0,0,72,519,1.459917545,3150.502061,0,0,0,277.3843335,0,0,0,105.1140632,190,1091,519,72,277.3843335,105.1140632,1993,13814,14702,2086,2909.615667,3045.387998,0,0,0,0,0,0,23
PACIFIC DIVISION - AOCxp,CLEAR WOMEN W&C 21OZ,NS.250799,DAILY HAIR CARE,1/28/2017,15392,2235,15103,2163,0,0,0,2,0,0,0,254,0,0,0,56,3263,0,0,0,0,0,0,51,332,1.459955257,3157.883221,0,0,0,81.75749441,0,0,0,74.45771812,56,254,332,51,81.75749441,74.45771812,2179,15138,14771,2112,3181.242506,3083.425503,0,0,0,0,0,0,23
PACIFIC DIVISION - AOCxp,CLEAR WOMENS ANTI DNDRF 12.9OZ,NS.246104,DAILY HAIR CARE,1/7/2017,3898,804,3549,717,0,0,0,0,0,0,0,49,0,0,0,13,691,0,0,0,0,0,0,2,8,0.859452736,616.2276119,0,0,0,11.17288557,0,0,0,1.718905473,13,49,8,2,11.17288557,1.718905473,791,3849,3541,715,679.8271144,614.5087065,0,0,0,0,0,0,12
PACIFIC DIVISION - AOCxp,CLEAR WOMENS ANTI DNDRF 12.9OZ,NS.246104,DAILY HAIR CARE,1/14/2017,4281,884,3951,800,0,0,0,1,0,0,0,651,0,0,0,144,760,0,0,0,0,0,0,65,318,0.859728507,687.7828054,0,0,0,123.800905,0,0,0,55.88235294,144,651,318,65,123.800905,55.88235294,740,3630,3633,735,636.199095,631.9004525,0,0,0,0,0,0,12
PACIFIC DIVISION - AOCxp,CLEAR WOMENS ANTI DNDRF 12.9OZ,NS.246104,DAILY HAIR CARE,1/21/2017,4096,846,3714,754,0,0,0,0,0,0,62,80,0,0,13,21,727,0,0,5,23,0,0,3,12,0.859338061,647.9408983,0,11.1713948,0,18.04609929,0,4.296690307,0,2.578014184,34,142,35,8,29.21749409,6.874704492,812,3954,3679,746,697.7825059,641.0661939,13,62,23,5,11.1713948,4.296690307,12
PACIFIC DIVISION - AOCxp,CLEAR WOMENS ANTI DNDRF 12.9OZ,NS.246104,DAILY HAIR CARE,1/28/2017,3207,671,3164,641,0,0,0,1,0,0,0,187,0,0,0,44,577,0,0,0,0,0,0,37,181,0.859910581,551.2026826,0,0,0,37.83606557,0,0,0,31.81669151,44,187,181,37,37.83606557,31.81669151,627,3020,2983,604,539.1639344,519.3859911,0,0,0,0,0,0,12
PACIFIC DIVISION - AOCxp,DLY HAIR CARE ALBERTO VO5,NS.252556,DAILY HAIR CARE,1/7/2017,120220,97465,107851,85357,0,0,7,27,0,0,5854,12433,0,0,6170,12288,79892,0,0,4226,4243,0,0,3459,4355,0.819699379,69967.07992,0,5057.54517,0,10072.46597,0,3464.049577,0,2835.340153,18458,18287,8598,7685,15130.01114,6299.38973,79007,101933,99253,77672,64761.98886,63667.69019,6170,5854,4243,4226,5057.54517,3464.049577,83
PACIFIC DIVISION - AOCxp,DLY HAIR CARE ALBERTO VO5,NS.252556,DAILY HAIR CARE,1/14/2017,123480,105183,112251,83100,0,1,11,45,1120,2364,15940,23736,1350,2820,18291,25742,88609,2441,2088,8315,7849,588,480,8350,9235,0.842427008,70005.68438,2375.644163,15408.83241,1137.276461,21685.75604,2056.364327,7004.780573,495.3470808,7034.265518,48203,43160,19652,19694,40607.50907,16590.7575,56980,80320,92599,63406,48001.49093,53414.92688,22461,19424,10417,11344,18921.75303,9556.491981,83
PACIFIC DIVISION - AOCxp,DLY HAIR CARE ALBERTO VO5,NS.252556,DAILY HAIR CARE,1/21/2017,131528,113158,101955,77254,0,5,10,46,0,7833,14922,28179,0,3578,17220,32795,98640,1215,4148,7215,7023,0,0,11405,11933,0.871701515,67342.42882,3118.94802,15010.70008,0,28587.45117,1059.11734,6289.326429,0,9941.755775,53593,50934,23104,19835,46717.09928,17290.19954,59565,80594,78851,57419,51922.90072,50052.22927,20798,22755,11171,8430,18129.6481,7348.443769,84
PACIFIC DIVISION - AOCxp,DLY HAIR CARE ALBERTO VO5,NS.252556,DAILY HAIR CARE,1/28/2017,126831,102816,101198,73442,0,3,11,45,1234,4361,14209,22252,1492,3579,16537,25642,92610,2210,2266,6422,6003,592,487,7622,8003,0.900735294,66151.80147,3223.731618,14895.45956,1343.897059,23096.65441,1990.625,5784.522059,533.2352941,6865.404412,47250,42056,16759,16846,42559.74265,15173.78676,55566,84775,84439,56596,50050.25735,50978.01471,21608,19804,8756,9224,19463.08824,8308.382353,84
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AMRICAN CREW,NS.248346,DAILY HAIR CARE,1/7/2017,258842,16413,244147,15243,0,2,2,11,0,5884,6411,18843,0,413,300,1349,9769,253,3873,225,4810,8,28,527,8677,0.595198928,9072.617255,245.8171571,178.5596783,0,802.9233534,150.5853287,133.9197587,4.761591421,313.6698349,2062,31138,17388,1013,1227.300189,602.9365137,14351,227704,226759,14230,8541.699811,8469.680741,713,12295,8711,486,424.3768354,289.2666789,67
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AMRICAN CREW,NS.248346,DAILY HAIR CARE,1/14/2017,258481,16371,240202,15035,0,0,1,17,0,0,3110,28631,0,0,140,2013,9789,0,0,104,1926,0,0,835,13950,0.59794759,8990.142019,0,83.71266264,0,1203.668499,0,62.18654939,0,499.2862379,2153,31741,15876,939,1287.381162,561.4727872,14218,226740,224326,14096,8501.618838,8428.669232,140,3110,1926,104,83.71266264,62.18654939,67
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AMRICAN CREW,NS.248346,DAILY HAIR CARE,1/21/2017,262500,16758,242367,15126,0,0,2,22,0,0,5273,42509,0,0,254,3052,10437,0,0,147,2888,0,0,1175,18737,0.622807018,9420.578947,0,158.1929825,0,1900.807018,0,91.55263158,0,731.7982456,3306,47782,21625,1322,2059,823.3508772,13452,214718,220742,13804,8378,8597.22807,254,5273,2888,147,158.1929825,91.55263158,67
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AMRICAN CREW,NS.248346,DAILY HAIR CARE,1/28/2017,261094,16752,236197,14667,0,1,1,19,0,4159,4394,47241,0,333,213,3423,10238,267,3964,168,3425,0,0,1149,18906,0.611150907,8963.750358,203.5132521,130.1751433,0,2091.969556,163.1772923,102.6733524,0,702.2123926,3969,55794,26295,1584,2425.657951,968.0630372,12783,205300,209902,13083,7812.342049,7995.687321,546,8553,7389,435,333.6883954,265.8506447,67
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AUSSIE,NS.247885,DAILY HAIR CARE,1/7/2017,435613,113534,389476,91038,1,17,5,31,948,45322,10928,57368,267,12955,3850,20243,145519,8303,46161,999,4233,81,367,7690,28162,1.281721775,116685.387,16604.70559,4934.628834,342.2197139,25945.89389,10642.1359,1280.440053,103.8194638,9856.44045,37315,114566,78923,17073,47827.44803,21882.83586,76219,321047,310553,73965,97691.55197,94802.55109,17072,57198,50761,9383,21881.55414,12026.39541,92
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AUSSIE,NS.247885,DAILY HAIR CARE,1/14/2017,421619,107889,378632,89955,0,7,3,43,138,21083,6371,53582,39,6265,2143,18394,137300,2475,10340,653,2790,17,96,4346,17738,1.272604251,114477.1154,7972.86563,2727.190909,49.63156578,23408.28259,3149.69552,831.0105757,21.63427226,5530.738073,26841,81174,30964,7491,34157.97069,9533.078442,81048,340445,347668,82464,103142.0293,104944.0369,8447,27592,13226,3145,10749.68811,4002.340368,92
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AUSSIE,NS.247885,DAILY HAIR CARE,1/21/2017,398706,97646,380431,91230,0,11,4,40,0,24077,4621,39073,0,7139,1145,11262,126744,6660,22672,738,3142,0,0,4538,18062,1.297994798,118416.0654,9266.38486,1486.204043,0,14618.01741,8644.645352,957.9201606,0,5890.300391,19546,67771,43876,11936,25370.60631,15492.8659,78100,330935,336555,79294,101373.3937,102923.1995,8284,28698,25814,7398,10752.5889,9602.565512,92
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AUSSIE,NS.247885,DAILY HAIR CARE,1/28/2017,408315,96266,395131,91353,0,7,3,30,0,23355,5695,16782,0,5452,1433,4883,130278,3598,17411,1089,4334,28,152,1383,6118,1.353312696,123629.1747,7378.260819,1939.297093,0,6608.225895,4869.21908,1473.757526,37.89275549,1871.631459,11768,45832,28015,6098,15925.78381,8252.500821,84498,362483,367116,85255,114352.2162,115376.6739,6885,29050,21897,4715,9317.557912,6380.869362,92
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AXE,NS.248683,DAILY HAIR CARE,1/7/2017,230926,36325,203361,28980,0,11,2,35,25,37704,831,45665,7,6673,147,7583,21652,3686,31304,101,604,5,21,2516,18065,0.596063317,17273.91493,3977.530516,87.62130764,4.172443221,4519.948135,2197.089387,60.20239504,2.980316586,1499.695306,14410,84225,49994,6308,8589.272402,3759.967405,21915,146701,153367,22672,13062.7276,13513.94753,6827,38560,31929,3792,4069.324267,2260.272099,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AXE,NS.248683,DAILY HAIR CARE,1/14/2017,227828,34390,208167,29480,0,3,1,47,192,13235,766,46691,36,1711,142,8488,20266,1906,15544,85,554,45,259,2615,18603,0.589299215,17372.54085,1008.290957,83.68048851,21.21477174,5001.971736,1123.204304,50.09043327,26.51846467,1541.017447,10377,60884,34960,4651,6115.157953,2740.830648,24013,166944,173207,24829,14150.84205,14631.71021,1889,14193,16357,2036,1113.186217,1199.813202,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AXE,NS.248683,DAILY HAIR CARE,1/21/2017,217576,31973,206004,29287,0,4,1,37,87,6422,1266,31286,21,1083,188,5189,18793,760,4736,245,1656,17,107,1799,13490,0.587777187,17214.23048,636.5626935,110.5021112,12.34332093,3049.975823,446.7106621,144.0054108,9.992212179,1057.411159,6481,39061,19989,2821,3809.383949,1658.119445,25492,178515,186015,26466,14983.61605,15556.11103,1292,7775,6499,1022,759.4081256,600.7082851,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE AXE,NS.248683,DAILY HAIR CARE,1/28/2017,214559,31093,198185,28045,0,1,2,33,0,2000,1322,26541,0,453,225,4226,18081,350,1614,363,3224,4,17,1182,8674,0.581513524,16308.54678,263.4256263,130.8405429,0,2457.476152,203.5297334,211.0894092,2.326054096,687.3489853,4904,29863,13529,1899,2851.742321,1104.294182,26189,184696,184656,26146,15229.25768,15204.2526,678,3322,4855,717,394.2661692,416.9451967,87
