GEO,Description,Tag,RCategory,WeekEnding,Dollars,Units,BaseDollars,BaseUnits,PACV_FeatAndDisp,PACV_FeatWODisp,PACV_DispWOFeat,PACV_Discount,Dollars_FeatAndDisp,Dollars_Feature,Dollars_Display,Dollars_TPR,Units_FeatAndDisp,Units_Feature,Units_Display,Units_TPR,Units_EQ,BaseUnits_Feature,BaseDollars_Feature,BaseUnits_Display,BaseDollars_Display,BaseUnits_FeatAndDisp,BaseDollars_FeatAndDisp,BaseUnits_TPR,BaseDollars_TPR,EQUnitConversion,BaseUnits_EQ,Units_EQ_Feature,Units_EQ_Display,Units_EQ_FeatAndDisp,Units_EQ_TPR,BaseUnits_EQ_Feature,BaseUnits_EQ_Display,BaseUnits_EQ_FeatAndDisp,BaseUnits_EQ_TPR,Units_AnyPromo,Dollars_AnyPromo,BaseDollars_AnyPromo,BaseUnits_AnyPromo,Units_EQ_AnyPromo,BaseUnits_EQ_AnyPromo,Units_NoPromo,Dollars_NoPromo,BaseDollars_NoPromo,BaseUnits_NoPromo,Units_EQ_NoPromo,BaseUnits_EQ_NoPromo,Units_FeatAndOrDisp,Dollars_FeatAndOrDisp,BaseDollars_FeatAndOrDisp,BaseUnits_FeatAndOrDisp,Units_EQ_FeatAndOrDisp,BaseUnits_EQ_FeatAndOrDisp,ACV
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX,NS.251988,DAILY HAIR CARE,1/14/2017,1129396,194637,921953,144780,3,8,16,61,18833,125367,107845,247567,1779,23859,18731,50242,157119,10376,81282,11928,70766,702,7645,21069,129463,0.807241172,116872.3769,19259.96712,15120.43439,1436.082045,40557.41097,8375.934401,9628.7727,566.6833028,17007.76425,94611,499612,289156,44075,76373.89453,35579.15466,100026,629784,632797,100705,80745.10547,81293.22223,44369,252045,159693,23006,35816.48356,18571.3904,90
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX,NS.251988,DAILY HAIR CARE,1/21/2017,1042051,174721,877637,138591,3,7,15,61,16861,115046,86683,255025,1548,18834,14552,48251,142182,11568,86794,10092,60868,636,7833,24596,151587,0.813765947,112780.6363,15326.46784,11841.92206,1259.709686,39265.0207,9413.644473,8212.525936,517.5551422,20015.38723,83185,473615,307082,46892,67693.12029,38159.11278,91536,568436,570555,91699,74488.87971,74621.52356,34934,218590,155495,22296,28428.09959,18143.72555,90
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX,NS.251988,DAILY HAIR CARE,1/28/2017,973078,157179,808512,125033,10,17,16,59,54863,203584,35704,200031,8835,32389,6139,37078,127988,25494,172086,3780,23416,6571,40493,13842,86855,0.814281806,101812.0971,26373.77342,4998.876008,7194.179757,30191.94081,20759.30036,3077.985227,5350.645748,11271.28876,84441,494182,322850,49687,68758.76999,40459.2201,72738,478896,485662,75346,59229.23001,61352.87696,47363,294151,235995,35845,38566.82918,29187.93134,90
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX MOROCCAN ARGAN OIL,NS.252427,DAILY HAIR CARE,1/7/2017,242498,38381,207762,32699,9,11,9,36,21536,29757,4701,29286,2705,4242,801,5356,27224,2672,20360,696,4158,1450,11476,2504,16243,0.709309294,23193.70459,3008.890024,568.1567442,1918.681639,3799.060577,1895.274433,493.6792684,1028.498476,1776.110471,13104,85280,52237,7322,9294.788984,5193.562648,25277,157218,155525,25377,17929.21102,18000.14195,7748,55994,35994,4818,5495.728407,3417.452177,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX MOROCCAN ARGAN OIL,NS.252427,DAILY HAIR CARE,1/14/2017,259746,41809,220417,34869,2,6,12,38,12402,29844,23036,34281,726,4492,3906,6183,29955,2313,19848,2581,15249,203,4072,3669,23152,0.71647253,24982.68064,3218.394604,2798.541702,520.1590567,4429.949652,1657.200962,1849.2156,145.4439236,2628.737712,15307,99563,62321,8766,10967.04501,6280.598197,26502,160183,158096,26103,18987.95499,18702.08245,9124,65282,39169,5097,6537.095362,3651.860485,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX MOROCCAN ARGAN OIL,NS.252427,DAILY HAIR CARE,1/21/2017,240746,38939,210323,33416,2,5,10,38,10905,28807,17836,34833,635,4354,3019,6092,27803,2098,18311,2048,12419,252,4852,3854,24442,0.714014227,23859.49942,3108.817946,2155.608952,453.3990344,4349.774673,1498.001849,1462.301138,179.9315853,2751.810832,14100,92381,60024,8252,10067.60061,5892.045404,24839,148365,150299,25164,17735.39939,17967.45402,8008,57548,35582,4398,5717.825933,3140.234572,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE OGX MOROCCAN ARGAN OIL,NS.252427,DAILY HAIR CARE,1/28/2017,226155,35809,195663,30965,7,13,8,38,13626,36226,5105,28125,1892,4906,902,5034,25115,3234,25002,608,3864,1255,8101,2487,15509,0.701359993,21717.61219,3440.872127,632.626714,1326.973107,3530.646206,2268.198218,426.4268759,880.2067916,1744.282303,12734,83082,52476,7584,8931.118155,5319.114189,23075,143073,143187,23381,16183.88185,16398.498,7700,54957,36967,5097,5400.471948,3574.831886,87
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PANTENE,NS.250613,DAILY HAIR CARE,1/7/2017,2095952,444241,1509682,288353,9,38,20,54,106903,578193,152776,233087,27109,138033,28289,52903,497882,48967,267202,17651,100943,4925,23778,19568,99716,1.120747522,323170.9103,154700.1427,31704.82665,30382.34458,59290.90617,54879.64392,19782.31451,5519.681547,21930.78751,246334,1070959,491639,91111,276078.2201,102112.4275,197907,1024993,1018043,197242,221803.7799,221058.4828,193431,837872,391923,71543,216787.314,80181.63998,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PANTENE,NS.250613,DAILY HAIR CARE,1/14/2017,1672303,336908,1430332,274508,4,12,25,76,30149,176387,113729,250443,4654,33564,21647,59412,395877,16717,98903,15628,84439,1372,10466,19316,109884,1.175029979,322555.1293,39438.7062,25435.87394,5468.58952,69810.88108,19642.97615,18363.3685,1612.141131,22696.87906,119277,570708,303692,53033,140154.0507,62315.36485,217631,1101595,1126640,221475,255722.9493,260239.7645,59865,320265,193808,33717,70343.16966,39618.48579,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PANTENE,NS.250613,DAILY HAIR CARE,1/21/2017,1489813,296820,1377576,264358,15,24,27,70,41159,241888,108475,124231,8783,52102,19220,28345,340560,43898,221969,13869,79256,4648,23785,10747,61787,1.147362038,303314.3335,59779.85688,22052.29836,10077.28078,32521.97696,50366.89873,15912.7641,5332.938751,12330.69982,108450,515753,386797,73162,124431.413,83943.30139,188370,974060,990779,191196,216128.587,219371.0321,80105,391522,325010,62415,91909.43602,71612.60158,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PANTENE,NS.250613,DAILY HAIR CARE,1/28/2017,1477017,291569,1321780,251776,14,46,27,68,49198,271693,116711,105670,9555,50961,21909,25599,333555,38130,220773,13921,78474,3917,25458,9266,47180,1.14400022,288031.7993,58299.39519,25063.90081,10930.9221,29285.26162,43620.72837,15925.62706,4481.04886,10600.30603,108024,543272,371885,65234,123579.4797,74627.71032,183545,933745,949895,186542,209975.5203,213404.0889,82425,437602,324705,55968,94294.21809,64027.40429,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PVT LBL MFR,NS.250244,DAILY HAIR CARE,1/7/2017,276330,70696,251910,63769,0,7,3,36,181,9605,2197,32902,72,1283,781,8154,92940,1039,9032,597,1534,23,63,1967,9764,1.314642978,83833.46809,1686.686941,1026.736166,94.65429444,10719.59885,1365.914055,784.8418581,30.2367885,2585.902738,10290,44885,20393,3626,13527.67625,4766.89544,60406,231445,231517,60143,79412.32375,79066.57265,2136,11983,10629,1659,2808.077402,2180.992701,90
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PVT LBL MFR,NS.250244,DAILY HAIR CARE,1/14/2017,271689,68212,257118,64013,1,9,2,44,3001,19948,2424,26724,397,3563,780,7344,90647,3180,19104,598,1861,165,1478,2421,10440,1.328901073,85066.94439,4734.874524,1036.542837,527.573726,9759.449481,4225.905413,794.6828417,219.2686771,3217.269498,12084,52097,32883,6364,16058.44057,8457.126429,56128,219592,224235,57649,74588.55943,76609.81796,4740,25373,22443,3943,6298.991087,5239.856931,90
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PVT LBL MFR,NS.250244,DAILY HAIR CARE,1/21/2017,267271,67379,250374,62519,0,9,4,43,131,13588,2868,21130,53,2026,906,5770,89815,2184,14701,781,2305,34,87,1918,8146,1.332982086,83336.70706,2700.621707,1207.68177,70.64805058,7691.306639,2911.232877,1041.059009,45.32139094,2556.659642,8755,37717,25239,4917,11670.25817,6554.272919,58624,229554,225135,57602,78144.74183,76782.43414,2985,16587,17093,2999,3978.951528,3997.613277,91
PACIFIC DIVISION - AOCxp,DLY HAIR CARE PVT LBL MFR,NS.250244,DAILY HAIR CARE,1/28/2017,272807,69334,253416,62592,1,17,4,25,2048,43331,3722,14568,302,11554,852,3676,92106,9743,38783,488,2078,225,1828,735,3627,1.32843915,83149.66325,15348.78593,1131.830155,401.1886232,4883.342314,12942.98263,648.278305,298.8988087,976.402775,16384,63669,46316,11191,21765.14703,14866.56252,52950,209138,207100,51401,70340.85297,68283.10073,12708,49101,42689,10456,16881.80471,13890.15975,91
PACIFIC DIVISION - AOCxp,DLY HAIR CARE RAVE,NS.245840,DAILY HAIR CARE,1/7/2017,38369,18431,37193,17730,0,0,0,7,0,11,45,2534,0,5,20,1159,23167,0,0,37,89,0,0,281,805,1.256958385,22285.87217,6.284791927,25.13916771,0,1456.814769,0,46.50746026,0,353.2053063,1184,2590,894,318,1488.238728,399.7127665,17247,35779,36299,17412,21678.76127,21886.15941,25,56,89,37,31.42395963,46.50746026,64
PACIFIC DIVISION - AOCxp,DLY HAIR CARE RAVE,NS.245840,DAILY HAIR CARE,1/14/2017,38826,18531,38404,18347,0,0,0,6,0,0,10,2525,0,0,5,1191,23161,0,0,5,15,0,0,383,992,1.2498516,22931.02731,0,6.249258,0,1488.573256,0,6.249258,0,478.6931628,1196,2535,1007,388,1494.822514,484.9424208,17335,36291,37397,17959,21666.17749,22446.08488,5,10,15,5,6.249258,6.249258,64
PACIFIC DIVISION - AOCxp,DLY HAIR CARE RAVE,NS.245840,DAILY HAIR CARE,1/21/2017,36873,17624,36537,17240,0,0,0,7,0,0,0,2501,0,0,0,1162,21928,0,0,6,17,0,0,436,1195,1.244212438,21450.22242,0,0,0,1445.774852,0,7.465274626,0,542.4766228,1162,2501,1212,442,1445.774852,549.9418974,16462,34372,35325,16798,20482.22515,20900.28053,0,0,17,6,0,7.465274626,64
PACIFIC DIVISION - AOCxp,DLY HAIR CARE RAVE,NS.245840,DAILY HAIR CARE,1/28/2017,36684,17430,36535,17301,0,0,0,8,0,0,0,2902,0,0,0,1249,21666,0,0,3,9,0,0,558,1636,1.24302926,21505.64923,0,0,0,1552.543546,0,3.72908778,0,693.610327,1249,2902,1645,561,1552.543546,697.3394148,16181,33782,34890,16740,20113.45645,20808.30981,0,0,9,3,0,3.72908778,64
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SALON GRAFIX,NS.250176,DAILY HAIR CARE,1/7/2017,54338,11313,47617,9569,0,0,0,19,0,0,159,10458,0,0,57,2429,9856,0,0,77,66,0,0,484,2801,0.871210112,8336.609564,0,49.6589764,0,2116.169363,0,67.08317864,0,421.6656943,2486,10617,2867,561,2165.828339,488.748873,8827,43721,44750,9008,7690.171661,7847.860691,57,159,66,77,49.6589764,67.08317864,77
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SALON GRAFIX,NS.250176,DAILY HAIR CARE,1/14/2017,56492,12018,49175,10185,0,0,1,21,0,0,296,12314,0,0,285,2799,10340,0,0,81,102,0,0,721,3701,0.860376103,8762.930604,0,245.2071892,0,2408.192711,0,69.6904643,0,620.3311699,3084,12610,3803,802,2653.3999,690.0216342,8934,43882,45372,9383,7686.6001,8072.90897,285,296,102,81,245.2071892,69.6904643,77
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SALON GRAFIX,NS.250176,DAILY HAIR CARE,1/21/2017,57200,12354,48330,10197,0,3,0,21,0,6064,79,9747,0,1535,137,2275,10887,800,3889,81,51,0,0,527,3087,0.881253035,8986.137203,1352.723409,120.7316659,0,2004.850656,705.0024284,71.38149587,0,464.4203497,3947,15890,7027,1408,3478.305731,1240.804274,8407,41310,41303,8789,7408.694269,7745.332929,1672,6143,3940,881,1473.455075,776.3839242,76
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SALON GRAFIX,NS.250176,DAILY HAIR CARE,1/28/2017,55946,12188,46262,9827,0,3,1,22,0,4834,471,12058,0,1275,125,2558,10563,913,4446,169,708,0,0,554,3372,0.866672137,8516.787086,1105.006974,108.3340171,0,2216.947325,791.2716606,146.4675911,0,480.1363636,3958,17363,8526,1636,3430.288316,1417.875615,8230,38583,37736,8191,7132.711684,7098.91147,1400,5305,5154,1082,1213.340991,937.7392517,76
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEBASTIAN,NS.248030,DAILY HAIR CARE,1/7/2017,53504,3512,53571,3302,0,1,2,6,2494,5003,518,2274,112,282,86,343,3523,284,5320,83,911,113,2677,181,1448,1.003132118,3312.342255,282.8832574,86.26936219,112.3507973,344.0743166,284.8895216,83.25996583,113.3539294,181.5669134,823,10289,10356,661,825.5777335,663.0703303,2689,43215,43215,2641,2697.422267,2649.271925,480,8015,8908,480,481.5034169,481.5034169,54
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEBASTIAN,NS.248030,DAILY HAIR CARE,1/14/2017,53385,3643,49771,3134,0,0,2,8,0,0,1557,7063,0,0,130,664,3567,0,0,214,3675,0,0,147,2022,0.979138073,3068.618721,0,127.2879495,0,650.1476805,0,209.5355476,0,143.9332967,794,8620,5697,361,777.43563,353.4688444,2849,44765,44074,2773,2789.56437,2715.149876,130,1557,3675,214,127.2879495,209.5355476,54
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEBASTIAN,NS.248030,DAILY HAIR CARE,1/21/2017,57152,3958,51548,3421,0,0,2,11,0,0,2048,6874,0,0,128,637,3852,0,0,142,1936,0,0,182,2313,0.973218797,3329.381506,0,124.5720061,0,619.9403739,0,138.1970692,0,177.1258211,765,8922,4249,324,744.51238,315.3228903,3193,48230,47299,3097,3107.48762,3014.058615,128,2048,1936,142,124.5720061,138.1970692,55
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEBASTIAN,NS.248030,DAILY HAIR CARE,1/28/2017,59291,4045,55327,3576,0,0,4,7,0,0,5326,4807,0,0,373,414,4023,0,0,209,2624,0,0,103,1159,0.994561187,3556.550803,0,370.9713226,0,411.7483313,0,207.863288,0,102.4398022,787,10133,3783,312,782.7196539,310.3030902,3258,49158,51544,3264,3240.280346,3246.247713,373,5326,2624,209,370.9713226,207.863288,55
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEXY HAIR,NS.318990,DAILY HAIR CARE,1/7/2017,149202,10762,138960,9988,0,2,3,15,0,7654,1695,24454,0,502,223,2058,8483,654,9542,126,991,22,88,780,10854,0.788236387,7872.905036,395.6946664,175.7767144,0,1622.190485,515.5065973,99.3177848,17.34120052,614.8243821,2783,33803,21475,1582,2193.661866,1246.989965,7979,115399,117485,8406,6289.338134,6625.915072,725,9349,10621,802,571.4713808,632.1655826,66
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEXY HAIR,NS.318990,DAILY HAIR CARE,1/14/2017,153064,11153,148036,10486,0,0,3,15,0,0,1518,24106,0,0,199,1936,8600,0,0,191,1355,0,0,763,10925,0.771092979,8085.680983,0,153.4475029,0,1492.836008,0,147.2787591,0,588.3439433,2135,25624,12280,954,1646.283511,735.6227024,9018,127440,135756,9532,6953.716489,7350.05828,199,1518,1355,191,153.4475029,147.2787591,66
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEXY HAIR,NS.318990,DAILY HAIR CARE,1/21/2017,161972,11801,150787,10787,0,0,3,17,0,0,2757,25144,0,0,284,2088,9486,0,0,239,2323,0,0,725,10250,0.803830184,8670.916194,0,228.2877722,0,1678.397424,0,192.1154139,0,582.7768833,2372,27901,12573,964,1906.685196,774.8922973,9429,134071,138214,9823,7579.314804,7896.023896,284,2757,2323,239,228.2877722,192.1154139,66
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SEXY HAIR,NS.318990,DAILY HAIR CARE,1/28/2017,163192,12016,153870,10892,0,0,3,18,0,0,3317,29593,0,0,280,2492,9725,0,0,165,2011,0,0,780,10501,0.80933755,8815.304594,0,226.614514,0,2016.869174,0,133.5406957,0,631.2832889,2772,32910,12512,945,2243.483688,764.8239847,9244,130282,141358,9947,7481.516312,8050.480609,280,3317,2011,165,226.614514,133.5406957,66
PACIFIC DIVISION - AOCxp,DLY HAIR CARE STUDIO LINE,NS.319100,DAILY HAIR CARE,1/7/2017,50754,10065,50265,9742,0,3,0,9,0,5906,0,5091,0,1098,0,1189,7369,1432,7905,0,0,0,0,493,2519,0.732141083,7132.51843,803.8909091,0,0,870.5157476,1048.426031,0,0,360.9455539,2287,10997,10424,1925,1674.406657,1409.371585,7778,39757,39841,7817,5694.593343,5723.146846,1098,5906,7905,1432,803.8909091,1048.426031,63
PACIFIC DIVISION - AOCxp,DLY HAIR CARE STUDIO LINE,NS.319100,DAILY HAIR CARE,1/14/2017,51075,10568,52669,10124,0,7,0,9,0,16184,0,7251,0,2963,0,2042,7670,3652,19834,0,0,0,0,810,4245,0.725775927,7347.755488,2150.474073,0,0,1482.034444,2650.533687,0,0,587.8785011,5005,23435,24079,4462,3632.508516,3238.412188,5563,27640,28590,5662,4037.491484,4109.343301,2963,16184,19834,3652,2150.474073,2650.533687,63
PACIFIC DIVISION - AOCxp,DLY HAIR CARE STUDIO LINE,NS.319100,DAILY HAIR CARE,1/21/2017,52988,12096,46809,9141,0,6,0,8,0,15633,0,5468,0,4020,0,1743,8922,2156,11604,0,0,0,0,564,2958,0.737599206,6742.394345,2965.14881,0,0,1285.635417,1590.263889,0,0,416.0059524,5763,21101,14562,2720,4250.784226,2006.269841,6333,31887,32247,6421,4671.215774,4736.124504,4020,15633,11604,2156,2965.14881,1590.263889,66
PACIFIC DIVISION - AOCxp,DLY HAIR CARE STUDIO LINE,NS.319100,DAILY HAIR CARE,1/28/2017,51731,10793,43467,8430,0,3,0,9,0,7929,0,6520,0,1430,0,2021,7950,1002,5770,0,0,0,0,647,3396,0.73658853,6209.441305,1053.321597,0,0,1488.645418,738.0617067,0,0,476.5727787,3451,14449,9166,1649,2541.967016,1214.634485,7342,37282,34301,6781,5408.032984,4994.806819,1430,7929,5770,1002,1053.321597,738.0617067,66
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE,NS.248638,DAILY HAIR CARE,1/7/2017,1507860,527382,1292015,418025,4,24,26,62,7226,145639,111019,205845,2466,54139,35541,92858,832344,24606,85707,26912,90301,902,3519,28776,88912,1.578256368,659750.6183,85445.22152,56092.80958,3891.980204,146553.7298,38834.5762,42474.03538,1423.587244,45415.90525,185004,469729,268439,81196,291983.7412,128148.1041,342378,1038131,1023576,336829,540360.2588,531602.5143,92146,263884,179527,52420,145430.0113,82732.19882,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE,NS.248638,DAILY HAIR CARE,1/14/2017,1427942,499504,1267316,411731,3,14,28,71,5837,250112,96938,205204,2215,88490,32953,88377,788887,67602,222614,25320,80591,1391,4497,29785,87182,1.579340706,650263.5282,139755.8591,52044.01428,3498.239664,139577.3936,106766.5904,39988.90668,2196.862922,47040.66293,212035,558091,394884,124098,334875.5066,195993.0229,287469,869851,872432,287633,454011.4934,454270.5053,123658,352887,307702,94313,195298.113,148952.36,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE,NS.248638,DAILY HAIR CARE,1/21/2017,1341331,448977,1239649,401916,0,11,30,63,331,48015,96705,128509,102,15244,32258,51751,714160,10426,37416,24218,77050,43,174,19133,56340,1.590638273,639302.9722,24247.68984,51310.80942,162.2451039,82317.12128,16583.99464,38522.0777,68.39744575,30433.68208,99355,273560,170980,53820,158037.8656,85608.15187,349622,1067771,1068669,348096,556122.1344,553694.8204,47604,145051,114640,34687,75720.74436,55174.46978,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE,NS.248638,DAILY HAIR CARE,1/28/2017,1355775,454117,1257416,409628,1,24,29,63,1705,125836,84818,105188,646,41978,28107,40738,704575,33113,110317,22855,68925,308,908,12088,38471,1.55152747,635549.0944,65130.02013,43608.78259,1002.286745,63206.12606,51375.72911,35460.16032,477.8704607,18754.86405,111469,317547,218621,68364,172947.2155,106068.6239,342648,1038228,1038795,341264,531627.7845,529480.4705,70731,212359,180150,56276,109741.0895,87313.75989,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE MEN HERITAGE,NS.247019,DAILY HAIR CARE,1/7/2017,200,59,192,56,0,0,0,0,0,117,0,0,0,40,0,0,40,35,104,0,0,0,0,0,0,0.677966102,37.96610169,27.11864407,0,0,0,23.72881356,0,0,0,40,117,104,35,27.11864407,23.72881356,19,83,88,21,12.88135593,14.23728814,40,117,104,35,27.11864407,23.72881356,1
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE MEN HERITAGE,NS.247019,DAILY HAIR CARE,1/14/2017,259,87,235,74,0,0,0,0,0,119,0,0,0,42,0,0,63,36,107,0,0,0,0,0,0,0.724137931,53.5862069,30.4137931,0,0,0,26.06896552,0,0,0,42,119,107,36,30.4137931,26.06896552,45,140,128,38,32.5862069,27.51724138,42,119,107,36,30.4137931,26.06896552,1
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE MEN HERITAGE,NS.247019,DAILY HAIR CARE,1/21/2017,189,56,234,67,0,0,0,0,0,88,0,0,0,31,0,0,39,29,83,0,0,0,0,0,0,0.696428571,46.66071429,21.58928571,0,0,0,20.19642857,0,0,0,31,88,83,29,21.58928571,20.19642857,25,101,151,38,17.41071429,26.46428571,31,88,83,29,21.58928571,20.19642857,2
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE MEN HERITAGE,NS.247019,DAILY HAIR CARE,1/28/2017,234,71,261,70,0,0,0,0,0,61,0,0,0,26,0,0,52,23,58,0,0,0,0,0,0,0.732394366,51.26760563,19.04225352,0,0,0,16.84507042,0,0,0,26,61,58,23,19.04225352,16.84507042,45,173,203,47,32.95774648,34.42253521,26,61,58,23,19.04225352,16.84507042,2
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE SILVER SBBR SUAVE PROF DRY SHAMPOO,NS.248028,DAILY HAIR CARE,1/7/2017,8677,2420,7901,2166,0,2,0,4,0,854,0,707,0,262,0,235,694,129,439,0,0,16,56,100,351,0.28677686,621.1586777,75.13553719,0,0,67.39256198,36.99421488,0,4.588429752,28.67768595,497,1561,846,245,142.5280992,70.26033058,1923,7116,7055,1921,551.4719008,550.8983471,262,854,495,145,75.13553719,41.58264463,49
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE SILVER SBBR SUAVE PROF DRY SHAMPOO,NS.248028,DAILY HAIR CARE,1/14/2017,9032,2636,8318,2350,0,0,0,3,0,82,219,895,0,34,68,342,756,21,55,37,125,0,0,45,165,0.286798179,673.9757208,9.751138088,19.50227618,0,98.08497724,6.02276176,10.61153263,0,12.90591806,444,1196,345,103,127.3383915,29.54021244,2192,7836,7973,2247,628.6616085,644.4355083,102,301,180,58,29.25341426,16.63429439,49
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE SILVER SBBR SUAVE PROF DRY SHAMPOO,NS.248028,DAILY HAIR CARE,1/21/2017,9257,2657,7125,1916,0,2,0,4,0,928,240,1351,0,267,70,485,761,84,315,12,44,0,0,84,331,0.286413248,548.7677832,76.47233722,20.04892736,0,138.9104253,24.05871283,3.436958976,0,24.05871283,822,2519,690,180,235.4316899,51.55438464,1835,6738,6435,1736,525.5683101,497.2133986,337,1168,359,96,96.52126458,27.49567181,54
PACIFIC DIVISION - AOCxp,DLY HAIR CARE SUAVE SILVER SBBR SUAVE PROF DRY SHAMPOO,NS.248028,DAILY HAIR CARE,1/28/2017,9150,2583,8339,2308,0,0,0,5,0,55,144,1097,0,23,39,342,741,23,63,17,66,0,0,95,344,0.286875726,662.1091754,6.598141696,11.18815331,0,98.11149826,6.598141696,4.87688734,0,27.25319396,404,1296,473,135,115.8977933,38.728223,2179,7854,7866,2173,625.1022067,623.3809524,62,199,129,40,17.78629501,11.47502904,54
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TIGI,NS.249108,DAILY HAIR CARE,1/7/2017,173090,12998,156184,11322,0,0,4,16,0,76,4201,42516,0,4,488,3593,10406,4,77,283,3054,0,0,1182,15271,0.800584705,9064.220034,3.202338821,390.6853362,0,2876.500846,3.202338821,226.5654716,0,946.2911217,4085,46793,18402,1469,3270.388521,1176.058932,8913,126297,137782,9853,7135.611479,7888.161102,492,4277,3131,287,393.887675,229.7678104,63
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TIGI,NS.249108,DAILY HAIR CARE,1/14/2017,173356,13309,148710,10985,0,0,3,22,0,253,6235,42819,0,14,505,3681,10509,11,209,348,3549,0,0,1267,15221,0.789616049,8673.932301,11.05462469,398.7561049,0,2906.576677,8.685776542,274.7863852,0,1000.443534,4200,49307,18979,1626,3316.387407,1283.915696,9109,124049,129731,9359,7192.612593,7390.016605,519,6488,3758,359,409.8107296,283.4721617,63
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TIGI,NS.249108,DAILY HAIR CARE,1/21/2017,177381,13947,139188,10243,0,0,3,29,0,259,6783,53281,0,15,528,4767,11005,12,217,256,3256,0,0,1337,16484,0.789058579,8082.327024,11.83587868,416.6229297,0,3761.442246,9.468702947,201.9989962,0,1054.97132,5310,60323,19957,1605,4189.901054,1266.439019,8637,117058,119231,8638,6815.098946,6815.888005,543,7042,3473,268,428.4588083,211.4676991,64
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TIGI,NS.249108,DAILY HAIR CARE,1/28/2017,172681,13542,139442,10297,0,0,4,30,0,73,6236,48173,0,4,552,4276,10546,4,75,357,3719,0,0,972,12231,0.778762369,8018.916113,3.115049476,429.8768276,0,3329.98789,3.115049476,278.0181657,0,756.9570226,4832,54482,16025,1333,3762.979767,1038.090238,8710,118199,123417,8964,6783.020233,6980.825875,556,6309,3794,361,432.9918771,281.1332152,64
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME,NS.414412,DAILY HAIR CARE,1/7/2017,1859941,451936,1573388,365736,13,25,33,65,82155,330099,117855,229430,19334,82362,28499,54020,650644,48904,225433,18147,79279,8703,48110,21321,110944,1.439681725,526543.4353,118575.0662,41029.48948,27834.80647,77771.60678,70406.19507,26125.90426,12529.55005,30695.45406,184215,759539,463766,97075,265210.9689,139757.1034,267721,1100402,1109622,268661,385433.0311,386786.3319,130195,530109,352822,75754,187439.3622,109061.6494,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME,NS.414412,DAILY HAIR CARE,1/14/2017,1720153,413795,1539505,363473,5,17,36,75,9351,59966,126730,241130,2238,14089,27127,59586,570386,8560,42497,19454,94386,1062,4861,23691,114793,1.378426516,501020.8209,19420.65118,37392.57609,3084.918542,82134.92236,11799.33097,26815.90943,1463.88896,32656.30258,103040,437177,256537,52767,142033.0682,72735.43195,310755,1282976,1282968,310706,428352.9318,428285.3889,43454,196047,141744,29076,59898.14581,40079.12937,99
